ID,X,Y,W,X,Y,Z
0,4.17004,-1.11886,0,0,-0.691629,0.722253
1,9.38966,1.70548,0,0,0.999368,0.0355353
2,9.34994,1.12385,0,0,0.999894,0.0145893
3,9.37077,0.389748,0,0,0.999763,0.0217728
4,10.1778,-4.04969,0,0,0.0181359,0.999836
5,9.0405,-3.04098,0,0,0.0161505,0.99987
6,9.02034,-3.40009,0,0,-0.0159784,0.999872
7,9.0262,-3.77645,0,0,-0.0165697,0.999863
8,9.07256,-4.19157,0,0,-0.0145912,0.999894
9,9.00386,-4.68264,0,0,0.00999717,0.99995
10,9.05664,-5.0471,0,0,-0.000147227,1
