ID,X,Y,W,X,Y,Z
0,4.24716,-0.857136,0,0,-0.70499,0.709217
1,9.24973,2.3138,0,0,-0.999884,0.0152197
2,9.25811,1.57135,0,0,0.999613,0.0278107
3,9.25756,0.908498,0,0,-0.99997,0.00774943
4,10.3287,-3.46335,0,0,0.00283756,0.999996
5,9.16918,-2.4776,0,0,0.00570438,0.999984
6,9.14953,-2.83135,0,0,-0.0104699,0.999945
7,9.14665,-3.26602,0,0,0.0153141,0.999883
8,9.15962,-3.64241,0,0,0.00113105,0.999999
9,9.21226,-4.10712,0,0,0.0280727,0.999606
10,9.18524,-4.50146,0,0,0.0278853,0.999611
