x,y,z
0.00141185,0.000239252,0
0.0404499,-0.0155351,0
0.111578,-0.045791,0
0.21136,-0.103217,0
0.36716,-0.207435,0
0.510473,-0.313025,0
0.651692,-0.412152,0
0.72273,-0.460539,0
x,y,z
0.000516818,-0.000509727,0
0.0991269,-0.0536603,0
0.237025,-0.127183,0
0.382271,-0.217888,0
0.519834,-0.314532,0
0.632662,-0.397136,0
0.72273,-0.460539,0
